144	season	g	nc,vt	34293	569.724234182468	6
145	located	g	vtp	340313	565.376500473385	7
146	released	g	vtp	332605	552.570871344763	8
147	although	g	con	330867	549.683457823027	8
148	company	g	nc	329951	548.161667957715	7
149	four	g	nc	321937	534.847667978891	4
150	often	g	adv	321351	533.874121187327	5
151	end	g	nc,vt	316712	526.167152644556	3
152	west	g	nm	316698	526.143893847488	4
153	line	g	nc,vt	31579	524.635394723359	4
154	played	g	vtp	313708	521.176479330807	6
155	like	g	ajv,nc,vt	312822	519.704529744927	4
156	very	g	adv	310611	516.031301150819	4
157	those	g	pn	310066	515.125869407812	5
158	john	g	nc,np	309356	513.946316127931	4
159	around	g	adv,pp	308931	513.24024550265	6
160	home	g	nc,vt	306024	508.41072242573	4
161	house	g	nc,vt	304846	506.453660786716	5
162	general	g	adj	303939	504.946823005234	7
163	another	g	adj	303316	503.911806535705	7
164	began	g	vtp	302331	502.275384027701	5
165	century	g	nc	30068	499.532507316316	7
166	could	g	va	300384	499.040749892591	5
167	station	g	nc,vt	299693	497.892762123017	7
168	day	g	nc	299063	496.846116254954	3
169	found	g	vtp	298633	496.131738916434	5
170	British	g	ap,np	296544	492.661194125348	7
171	back	g	nc	296313	492.277423973725	4
172	major	g	adj,nc,vi	293758	488.032693508802	5
173	river	g	nc	293398	487.434610155622	5
174	public	g	adj,nm	293072	486.893012452466	6
175	named	g	vtp	291477	484.243170929353	5
176	band	g	nc,vt	291297	483.944129252764	4
177	still	g	adv,nc,vt	28859	479.446874705387	5
178	show	g	nc,vt	286202	475.479588462633	4
179	college	g	nc	285582	474.449556021046	7
180	u	g	sym	284905	473.32482704854	1
181	place	g	nc,vt	284904	473.323165705893	5
182	local	g	adj,nc	284645	472.892877960133	5
183	did	g	va	284372	472.439331417306	3
184	party	g	nc,vi	283956	471.748212875854	5
185	York	g	np	283407	470.836135762256	4
186	large	g	adj	282151	468.749489396721	5
187	small	g	adj	281797	468.161374099428	5
188	own	g	adj,vt	279512	464.365206149389	3
189	along	g	adv,pp	278701	463.017857262088	5
190	due	g	adj	276466	459.304756444435	3
191	won	g	vt	275366	457.477279531943	3
192	international	g	adj,nc	274469	455.987055176939	13
193	even	g	adv,adj,vt	273228	453.925328951119	4
194	much	g	adj	271968	451.832037214992	4
195	based	g	vtp	271782	451.523027482517	5
196	district	g	nc,vt	271748	451.466541832494	8
197	east	g	nm	271353	450.810311486645	4
198	former	g	adj	271151	450.474720271805	6
199	members	g	ns	269905	448.404687332747	7
200	career	g	nc	267818	444.937465226956	6
